Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-m119,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: image,Spreadsheet: num_classes,Spreadsheet: colormap,Spreadsheet: variation,Spreadsheet: condition,Spreadsheet: trial_type,Spreadsheet: question,Spreadsheet: correct_answer,Spreadsheet: group_number
149,1789993043000,21/09/2026 12:17:23,1789993043000,1,21/09/2026 13:17:23,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_032,S1PUB032,S1_PRIV_032,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,5,Display 1,Screen 1,,,response,30,,,,7053.7,,,7053.7,1,7053.7,,,,Response,,,Display1,disc_30_1_tab20.png,30,tab20,1,baseline,discrimination,How many distinct classes do you see?,30,2
150,1789993050000,21/09/2026 12:17:30,1789993050000,1,21/09/2026 13:17:30,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_032,S1PUB032,S1_PRIV_032,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,6,Display 1,Screen 1,,,response,15,,,,5233.2,,,5233.2,0,5233.2,,,,Response,,,Display1,disc_20_2_tab20.png,20,tab20,2,baseline,discrimination,How many distinct classes do you see?,20,2
151,1789993057000,21/09/2026 12:17:37,1789993057000,1,21/09/2026 13:17:37,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_032,S1PUB032,S1_PRIV_032,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,7,Display 1,Screen 1,,,response,30,,,,6738.8,,,6738.8,1,6738.8,,,,Response,,,Display1,disc_30_2_tab20.png,30,tab20,2,baseline,discrimination,How many distinct classes do you see?,30,2
152,1789993064000,21/09/2026 12:17:44,1789993064000,1,21/09/2026 13:17:44,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_032,S1PUB032,S1_PRIV_032,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,8,Display 1,Screen 1,,,response,10,,,,6055.0,,,6055.0,1,6055.0,,,,Response,,,Display1,disc_10_1_tab20sa.png,10,tab20sa,1,sa,discrimination,How many distinct classes do you see?,10,2
153,1789993071000,21/09/2026 12:17:51,1789993071000,1,21/09/2026 13:17:51,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_032,S1PUB032,S1_PRIV_032,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,9,Display 1,Screen 1,,,response,10,,,,5627.1,,,5627.1,1,5627.1,,,,Response,,,Display1,disc_10_1_tab20.png,10,tab20,1,baseline,discrimination,How many distinct classes do you see?,10,2
154,1789993078000,21/09/2026 12:17:58,1789993078000,1,21/09/2026 13:17:58,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_032,S1PUB032,S1_PRIV_032,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,10,Display 1,Screen 1,,,response,20,,,,4862.5,,,4862.5,1,4862.5,,,,Response,,,Display1,disc_20_3_tab20.png,20,tab20,3,baseline,discrimination,How many distinct classes do you see?,20,2
155,1789993085000,21/09/2026 12:18:05,1789993085000,1,21/09/2026 13:18:05,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_032,S1PUB032,S1_PRIV_032,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,11,Display 1,Screen 1,,,response,30,,,,8839.4,,,8839.4,1,8839.4,,,,Response,,,Display1,disc_30_3_tab20.png,30,tab20,3,baseline,discrimination,How many distinct classes do you see?,30,2
156,1789993092000,21/09/2026 12:18:12,1789993092000,1,21/09/2026 13:18:12,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_032,S1PUB032,S1_PRIV_032,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,12,Display 1,Screen 1,,,response,5,,,,3856.6,,,3856.6,1,3856.6,,,,Response,,,Display1,disc_5_2_tab20sa.png,5,tab20sa,2,sa,discrimination,How many distinct classes do you see?,5,2
157,1789993099000,21/09/2026 12:18:19,1789993099000,1,21/09/2026 13:18:19,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_032,S1PUB032,S1_PRIV_032,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,13,Display 1,Screen 1,,,response,20,,,,6763.9,,,6763.9,1,6763.9,,,,Response,,,Display1,disc_20_3_tab20sa.png,20,tab20sa,3,sa,discrimination,How many distinct classes do you see?,20,2
158,1789993106000,21/09/2026 12:18:26,1789993106000,1,21/09/2026 13:18:26,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_032,S1PUB032,S1_PRIV_032,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,14,Display 1,Screen 1,,,response,10,,,,2246.5,,,2246.5,0,2246.5,,,,Response,,,Display1,disc_5_1_tab20.png,5,tab20,1,baseline,discrimination,How many distinct classes do you see?,5,2
159,1789993113000,21/09/2026 12:18:33,1789993113000,1,21/09/2026 13:18:33,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_032,S1PUB032,S1_PRIV_032,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,15,Display 1,Screen 1,,,response,5,,,,5214.5,,,5214.5,1,5214.5,,,,Response,,,Display1,disc_5_3_tab20sa.png,5,tab20sa,3,sa,discrimination,How many distinct classes do you see?,5,2
160,1789993120000,21/09/2026 12:18:40,1789993120000,1,21/09/2026 13:18:40,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_032,S1PUB032,S1_PRIV_032,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,16,Display 1,Screen 1,,,response,5,,,,3796.7,,,3796.7,1,3796.7,,,,Response,,,Display1,disc_5_2_tab20.png,5,tab20,2,baseline,discrimination,How many distinct classes do you see?,5,2
161,1789993127000,21/09/2026 12:18:47,1789993127000,1,21/09/2026 13:18:47,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_032,S1PUB032,S1_PRIV_032,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,17,Display 1,Screen 1,,,response,5,,,,2334.1,,,2334.1,1,2334.1,,,,Response,,,Display1,disc_5_1_tab20sa.png,5,tab20sa,1,sa,discrimination,How many distinct classes do you see?,5,2
162,1789993134000,21/09/2026 12:18:54,1789993134000,1,21/09/2026 13:18:54,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_032,S1PUB032,S1_PRIV_032,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,18,Display 1,Screen 1,,,response,10,,,,4146.3,,,4146.3,1,4146.3,,,,Response,,,Display1,disc_10_2_tab20sa.png,10,tab20sa,2,sa,discrimination,How many distinct classes do you see?,10,2
163,1789993141000,21/09/2026 12:19:01,1789993141000,1,21/09/2026 13:19:01,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_032,S1PUB032,S1_PRIV_032,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,19,Display 1,Screen 1,,,response,15,,,,2948.4,,,2948.4,0,2948.4,,,,Response,,,Display1,disc_20_1_tab20.png,20,tab20,1,baseline,discrimination,How many distinct classes do you see?,20,2
164,1789993148000,21/09/2026 12:19:08,1789993148000,1,21/09/2026 13:19:08,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_032,S1PUB032,S1_PRIV_032,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,20,Display 1,Screen 1,,,response,30,,,,4765.1,,,4765.1,1,4765.1,,,,Response,,,Display1,disc_30_1_tab20sa.png,30,tab20sa,1,sa,discrimination,How many distinct classes do you see?,30,2
165,1789993155000,21/09/2026 12:19:15,1789993155000,1,21/09/2026 13:19:15,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_032,S1PUB032,S1_PRIV_032,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,21,Display 1,Screen 1,,,response,25,,,,5562.5,,,5562.5,0,5562.5,,,,Response,,,Display1,disc_30_2_tab20sa.png,30,tab20sa,2,sa,discrimination,How many distinct classes do you see?,30,2
166,1789993162000,21/09/2026 12:19:22,1789993162000,1,21/09/2026 13:19:22,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_032,S1PUB032,S1_PRIV_032,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,22,Display 1,Screen 1,,,response,5,,,,4183.6,,,4183.6,1,4183.6,,,,Response,,,Display1,disc_5_3_tab20.png,5,tab20,3,baseline,discrimination,How many distinct classes do you see?,5,2
167,1789993169000,21/09/2026 12:19:29,1789993169000,1,21/09/2026 13:19:29,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_032,S1PUB032,S1_PRIV_032,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,23,Display 1,Screen 1,,,response,10,,,,2392.6,,,2392.6,1,2392.6,,,,Response,,,Display1,disc_10_2_tab20.png,10,tab20,2,baseline,discrimination,How many distinct classes do you see?,10,2
168,1789993176000,21/09/2026 12:19:36,1789993176000,1,21/09/2026 13:19:36,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_032,S1PUB032,S1_PRIV_032,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,24,Display 1,Screen 1,,,response,15,,,,3508.1,,,3508.1,0,3508.1,,,,Response,,,Display1,disc_20_1_tab20sa.png,20,tab20sa,1,sa,discrimination,How many distinct classes do you see?,20,2
169,1789993183000,21/09/2026 12:19:43,1789993183000,1,21/09/2026 13:19:43,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_033,S1PUB033,S1_PRIV_033,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,1,Display 1,Screen 1,,,response,5,,,,5154.1,,,5154.1,1,5154.1,,,,Response,,,Display1,disc_5_2_tab20.png,5,tab20,2,baseline,discrimination,How many distinct classes do you see?,5,2
170,1789993190000,21/09/2026 12:19:50,1789993190000,1,21/09/2026 13:19:50,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_033,S1PUB033,S1_PRIV_033,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,2,Display 1,Screen 1,,,response,5,,,,3381.0,,,3381.0,1,3381.0,,,,Response,,,Display1,disc_5_1_tab20sa.png,5,tab20sa,1,sa,discrimination,How many distinct classes do you see?,5,2
171,1789993197000,21/09/2026 12:19:57,1789993197000,1,21/09/2026 13:19:57,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_033,S1PUB033,S1_PRIV_033,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,3,Display 1,Screen 1,,,response,10,,,,5820.0,,,5820.0,1,5820.0,,,,Response,,,Display1,disc_10_3_tab20sa.png,10,tab20sa,3,sa,discrimination,How many distinct classes do you see?,10,2
172,1789993204000,21/09/2026 12:20:04,1789993204000,1,21/09/2026 13:20:04,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_033,S1PUB033,S1_PRIV_033,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,4,Display 1,Screen 1,,,response,20,,,,3232.5,,,3232.5,1,3232.5,,,,Response,,,Display1,disc_20_2_tab20.png,20,tab20,2,baseline,discrimination,How many distinct classes do you see?,20,2
173,1789993211000,21/09/2026 12:20:11,1789993211000,1,21/09/2026 13:20:11,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_033,S1PUB033,S1_PRIV_033,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,5,Display 1,Screen 1,,,response,20,,,,4906.7,,,4906.7,1,4906.7,,,,Response,,,Display1,disc_20_3_tab20.png,20,tab20,3,baseline,discrimination,How many distinct classes do you see?,20,2
174,1789993218000,21/09/2026 12:20:18,1789993218000,1,21/09/2026 13:20:18,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_033,S1PUB033,S1_PRIV_033,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,6,Display 1,Screen 1,,,response,25,,,,4876.3,,,4876.3,0,4876.3,,,,Response,,,Display1,disc_30_1_tab20sa.png,30,tab20sa,1,sa,discrimination,How many distinct classes do you see?,30,2
175,1789993225000,21/09/2026 12:20:25,1789993225000,1,21/09/2026 13:20:25,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_033,S1PUB033,S1_PRIV_033,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,7,Display 1,Screen 1,,,response,5,,,,3807.3,,,3807.3,1,3807.3,,,,Response,,,Display1,disc_5_3_tab20.png,5,tab20,3,baseline,discrimination,How many distinct classes do you see?,5,2
176,1789993232000,21/09/2026 12:20:32,1789993232000,1,21/09/2026 13:20:32,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_033,S1PUB033,S1_PRIV_033,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,8,Display 1,Screen 1,,,response,20,,,,3767.6,,,3767.6,1,3767.6,,,,Response,,,Display1,disc_20_2_tab20sa.png,20,tab20sa,2,sa,discrimination,How many distinct classes do you see?,20,2
177,1789993239000,21/09/2026 12:20:39,1789993239000,1,21/09/2026 13:20:39,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_033,S1PUB033,S1_PRIV_033,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,9,Display 1,Screen 1,,,response,20,,,,7915.4,,,7915.4,1,7915.4,,,,Response,,,Display1,disc_20_3_tab20sa.png,20,tab20sa,3,sa,discrimination,How many distinct classes do you see?,20,2
178,1789993246000,21/09/2026 12:20:46,1789993246000,1,21/09/2026 13:20:46,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_033,S1PUB033,S1_PRIV_033,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,10,Display 1,Screen 1,,,response,10,,,,3012.7,,,3012.7,1,3012.7,,,,Response,,,Display1,disc_10_1_tab20.png,10,tab20,1,baseline,discrimination,How many distinct classes do you see?,10,2
179,1789993253000,21/09/2026 12:20:53,1789993253000,1,21/09/2026 13:20:53,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_033,S1PUB033,S1_PRIV_033,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,11,Display 1,Screen 1,,,response,10,,,,5246.7,,,5246.7,1,5246.7,,,,Response,,,Display1,disc_10_3_tab20.png,10,tab20,3,baseline,discrimination,How many distinct classes do you see?,10,2
180,1789993260000,21/09/2026 12:21:00,1789993260000,1,21/09/2026 13:21:00,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_033,S1PUB033,S1_PRIV_033,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,12,Display 1,Screen 1,,,response,20,,,,3935.9,,,3935.9,1,3935.9,,,,Response,,,Display1,disc_20_1_tab20sa.png,20,tab20sa,1,sa,discrimination,How many distinct classes do you see?,20,2
181,1789993267000,21/09/2026 12:21:07,1789993267000,1,21/09/2026 13:21:07,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_033,S1PUB033,S1_PRIV_033,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,13,Display 1,Screen 1,,,response,25,,,,9622.9,,,9622.9,0,9622.9,,,,Response,,,Display1,disc_30_2_tab20.png,30,tab20,2,baseline,discrimination,How many distinct classes do you see?,30,2
182,1789993274000,21/09/2026 12:21:14,1789993274000,1,21/09/2026 13:21:14,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_033,S1PUB033,S1_PRIV_033,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,14,Display 1,Screen 1,,,response,25,,,,9291.4,,,9291.4,0,9291.4,,,,Response,,,Display1,disc_30_3_tab20sa.png,30,tab20sa,3,sa,discrimination,How many distinct classes do you see?,30,2
183,1789993281000,21/09/2026 12:21:21,1789993281000,1,21/09/2026 13:21:21,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_033,S1PUB033,S1_PRIV_033,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,15,Display 1,Screen 1,,,response,30,,,,8202.6,,,8202.6,1,8202.6,,,,Response,,,Display1,disc_30_3_tab20.png,30,tab20,3,baseline,discrimination,How many distinct classes do you see?,30,2
184,1789993288000,21/09/2026 12:21:28,1789993288000,1,21/09/2026 13:21:28,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_033,S1PUB033,S1_PRIV_033,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,16,Display 1,Screen 1,,,response,20,,,,5968.9,,,5968.9,1,5968.9,,,,Response,,,Display1,disc_20_1_tab20.png,20,tab20,1,baseline,discrimination,How many distinct classes do you see?,20,2
185,1789993295000,21/09/2026 12:21:35,1789993295000,1,21/09/2026 13:21:35,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_033,S1PUB033,S1_PRIV_033,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,17,Display 1,Screen 1,,,response,25,,,,12747.4,,,12747.4,0,12747.4,,,,Response,,,Display1,disc_30_2_tab20sa.png,30,tab20sa,2,sa,discrimination,How many distinct classes do you see?,30,2
186,1789993302000,21/09/2026 12:21:42,1789993302000,1,21/09/2026 13:21:42,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_033,S1PUB033,S1_PRIV_033,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,18,Display 1,Screen 1,,,response,25,,,,8230.5,,,8230.5,0,8230.5,,,,Response,,,Display1,disc_30_1_tab20.png,30,tab20,1,baseline,discrimination,How many distinct classes do you see?,30,2
187,1789993309000,21/09/2026 12:21:49,1789993309000,1,21/09/2026 13:21:49,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_033,S1PUB033,S1_PRIV_033,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,19,Display 1,Screen 1,,,response,10,,,,3216.6,,,3216.6,1,3216.6,,,,Response,,,Display1,disc_10_2_tab20sa.png,10,tab20sa,2,sa,discrimination,How many distinct classes do you see?,10,2
188,1789993316000,21/09/2026 12:21:56,1789993316000,1,21/09/2026 13:21:56,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_033,S1PUB033,S1_PRIV_033,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,20,Display 1,Screen 1,,,response,10,,,,4624.6,,,4624.6,1,4624.6,,,,Response,,,Display1,disc_10_1_tab20sa.png,10,tab20sa,1,sa,discrimination,How many distinct classes do you see?,10,2
189,1789993323000,21/09/2026 12:22:03,1789993323000,1,21/09/2026 13:22:03,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_033,S1PUB033,S1_PRIV_033,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,21,Display 1,Screen 1,,,response,5,,,,2702.4,,,2702.4,1,2702.4,,,,Response,,,Display1,disc_5_3_tab20sa.png,5,tab20sa,3,sa,discrimination,How many distinct classes do you see?,5,2
190,1789993330000,21/09/2026 12:22:10,1789993330000,1,21/09/2026 13:22:10,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_033,S1PUB033,S1_PRIV_033,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,22,Display 1,Screen 1,,,response,5,,,,2945.5,,,2945.5,1,2945.5,,,,Response,,,Display1,disc_5_2_tab20sa.png,5,tab20sa,2,sa,discrimination,How many distinct classes do you see?,5,2
191,1789993337000,21/09/2026 12:22:17,1789993337000,1,21/09/2026 13:22:17,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_033,S1PUB033,S1_PRIV_033,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,23,Display 1,Screen 1,,,response,5,,,,3207.6,,,3207.6,1,3207.6,,,,Response,,,Display1,disc_5_1_tab20.png,5,tab20,1,baseline,discrimination,How many distinct classes do you see?,5,2
192,1789993344000,21/09/2026 12:22:24,1789993344000,1,21/09/2026 13:22:24,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_033,S1PUB033,S1_PRIV_033,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,24,Display 1,Screen 1,,,response,10,,,,3993.7,,,3993.7,1,3993.7,,,,Response,,,Display1,disc_10_2_tab20.png,10,tab20,2,baseline,discrimination,How many distinct classes do you see?,10,2
193,1789993351000,21/09/2026 12:22:31,1789993351000,1,21/09/2026 13:22:31,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_034,S1PUB034,S1_PRIV_034,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,1,Display 1,Screen 1,,,response,30,,,,9423.7,,,9423.7,1,9423.7,,,,Response,,,Display1,disc_30_2_tab20sa.png,30,tab20sa,2,sa,discrimination,How many distinct classes do you see?,30,2
194,1789993358000,21/09/2026 12:22:38,1789993358000,1,21/09/2026 13:22:38,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_034,S1PUB034,S1_PRIV_034,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,2,Display 1,Screen 1,,,response,30,,,,6735.0,,,6735.0,1,6735.0,,,,Response,,,Display1,disc_30_2_tab20.png,30,tab20,2,baseline,discrimination,How many distinct classes do you see?,30,2
195,1789993365000,21/09/2026 12:22:45,1789993365000,1,21/09/2026 13:22:45,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_034,S1PUB034,S1_PRIV_034,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,3,Display 1,Screen 1,,,response,20,,,,3967.8,,,3967.8,1,3967.8,,,,Response,,,Display1,disc_20_1_tab20.png,20,tab20,1,baseline,discrimination,How many distinct classes do you see?,20,2
196,1789993372000,21/09/2026 12:22:52,1789993372000,1,21/09/2026 13:22:52,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_034,S1PUB034,S1_PRIV_034,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,4,Display 1,Screen 1,,,response,5,,,,3137.7,,,3137.7,1,3137.7,,,,Response,,,Display1,disc_5_1_tab20.png,5,tab20,1,baseline,discrimination,How many distinct classes do you see?,5,2
